naslov,izvajalec,url,kljuc,bpm,capo,leto,zanr,uporabljeni_akordi,zaporedje_akordov,stevilo_razlicnih_akordov,dolzina_zaporedja
Love Of A Lifetime,Firehouse,https://guitartuna.com/chords/love-of-a-lifetime-firehouse-easy-guitar-chords-611df90e89a08fd0cc5f8215,Gb major,62,6,1990,Rock,"['F#', 'C#', 'D#m', 'G#m', 'A#m', 'B', 'G#', 'Cm', 'D#']","['F#', 'C#', 'D#m', 'C#', 'G#m', 'A#m', 'B', 'C#', 'C#', 'F#', 'C#', 'D#m', 'C#', 'G#m', 'A#m', 'B', 'C#', 'F#', 'C#', 'D#m', 'C#', 'G#m', 'A#m', 'B', 'C#', 'G#m', 'A#m', 'G#m', 'A#m', 'G#m', 'A#m', 'B', 'C#', 'F#', 'A#m', 'B', 'C#', 'F#', 'A#m', 'B', 'C#', 'F#', 'A#m', 'B', 'C#', 'G#m', 'A#m', 'B', 'C#', 'F#', 'A#m', 'B', 'C#', 'F#', 'C#', 'D#m', 'C#', 'G#m', 'A#m', 'B', 'C#', 'F#', 'C#', 'D#m', 'C#', 'G#m', 'A#m', 'B', 'C#', 'F#', 'A#m', 'B', 'C#', 'F#', 'A#m', 'B', 'C#', 'F#', 'A#m', 'B', 'C#', 'G#m', 'A#m', 'B', 'C#', 'F#', 'C#', 'D#m', 'C#', 'B', 'F#', 'G#m', 'C#', 'C#', 'C#', 'C#', 'G#', 'Cm', 'C#', 'D#', 'G#', 'Cm', 'C#', 'D#', 'G#', 'Cm', 'C#', 'D#', 'A#m', 'Cm', 'C#', 'D#', 'G#', 'Cm', 'C#', 'D#', 'G#', 'Cm', 'C#', 'D#', 'G#', 'Cm', 'C#', 'D#', 'A#m', 'Cm', 'C#', 'D#', 'D#', 'G#', 'Cm', 'C#', 'D#', 'G#']",9,134
I'm On Fire,Bruce Springsteen,https://guitartuna.com/chords/im-on-fire-bruce-springsteen-easy-guitar-chords-61c1edf82656a3cdf92d9696,E major,87,4,1984,Rock,"['E', 'C#m', 'A', 'B']","['E', 'E', 'C#m', 'C#m', 'E', 'E', 'C#m', 'C#m', 'E', 'A', 'C#m', 'A', 'B', 'E', 'E', 'A', 'C#m', 'A', 'B', 'E', 'C#m', 'C#m', 'E', 'E', 'C#m', 'C#m', 'E', 'E', 'A', 'E', 'C#m', 'E', 'A', 'C#m', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'C#m', 'E', 'C#m', 'E', 'C#m', 'E', 'C#m', 'C#m', 'E', 'E']",4,53
"Dear Maria, Count Me In",All Time Low,https://guitartuna.com/chords/dear-maria-count-me-in-all-time-low-easy-guitar-chords-611908b441bb6ccd74251fb8,B minor,181,2,2007,Rock,"['Bm', 'G', 'D', 'A', 'F#', 'Em', 'F#m']","['Bm', 'G', 'D', 'A', 'G', 'G', 'A', 'A', 'D', 'D', 'F#', 'F#', 'D', 'G', 'Em', 'A', 'D', 'G', 'Em', 'A', 'F#', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'G', 'A', 'A', 'D', 'D', 'F#', 'F#', 'D', 'G', 'Em', 'A', 'D', 'G', 'Em', 'A', 'F#', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'D', 'A', 'F#m', 'G', 'G', 'A', 'A', 'F#m', 'G', 'G', 'A', 'A', 'F#m', 'G', 'G', 'A', 'A', 'F#m', 'G', 'G', 'A', 'A', 'F#m', 'G', 'G', 'A', 'A', 'F#m', 'G', 'A', 'Bm', 'G', 'D', 'A', 'F#', 'Bm', 'G', 'D', 'A', 'F#', 'Bm']",7,95
If I Had A Gun...,Noel Gallagher's High Flying Birds,https://guitartuna.com/chords/if-i-had-a-gun-noel-gallaghers-high-flying-birds-easy-guitar-chords-61c1f08b2656a3cdf92d9b86,E major,77,2,2011,Rock,"['G', 'A', 'Em', 'C', 'D', 'Am']","['G', 'A', 'Em', 'G', 'A', 'Em', 'G', 'Em', 'G', 'A', 'Em', 'G', 'Em', 'G', 'A', 'Em', 'G', 'A', 'Em', 'G', 'A', 'Em', 'G', 'Em', 'G', 'A', 'Em', 'G', 'Em', 'G', 'A', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'D', 'Am', 'C', 'G', 'A', 'Em', 'G', 'A', 'Em', 'G', 'A', 'Em', 'G', 'A', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'A', 'Em', 'G', 'A', 'Em', 'G', 'Em', 'G', 'A', 'Em']",6,105
Motion Sickness,Phoebe Bridgers,https://guitartuna.com/chords/motion-sickness-phoebe-bridgers-easy-guitar-chords-61373aae6e0868ed42f40ce6,Db major,107,1,2017,Alternative,"['C#', 'F#', 'A#m', 'G#', 'Fm', 'D#m', 'D#']","['C#', 'C#', 'C#', 'C#', 'F#', 'C#', 'F#', 'C#', 'A#m', 'C#', 'G#', 'F#', 'G#', 'C#', 'C#', 'F#', 'C#', 'F#', 'C#', 'A#m', 'C#', 'G#', 'F#', 'G#', 'C#', 'F#', 'C#', 'G#', 'F#', 'A#m', 'Fm', 'F#', 'C#', 'G#', 'D#m', 'F#', 'C#', 'C#', 'F#', 'C#', 'F#', 'C#', 'A#m', 'C#', 'G#', 'F#', 'G#', 'C#', 'F#', 'C#', 'G#', 'F#', 'A#m', 'Fm', 'F#', 'C#', 'G#', 'D#m', 'F#', 'F#', 'C#', 'G#', 'F#', 'A#m', 'Fm', 'F#', 'C#', 'G#', 'D#m', 'F#', 'G#', 'G#', 'G#', 'F#', 'G#', 'A#m', 'F#', 'G#', 'A#m', 'F#', 'G#', 'A#m', 'F#', 'G#', 'A#m', 'F#', 'G#', 'D#m', 'D#', 'F#', 'C#', 'G#', 'F#', 'A#m', 'Fm', 'F#', 'C#', 'G#', 'D#m', 'F#', 'F#', 'F#', 'F#', 'F#']",7,104
My Boy,Billie Eilish,https://guitartuna.com/chords/my-boy-billie-eilish-easy-guitar-chords-61c1eef12656a3cdf92d986d,B minor,90,2,2017,Alternative,"['Bm', 'F#', 'G', 'D', 'Em', 'A']","['Bm', 'F#', 'G', 'D', 'F#', 'Bm', 'F#', 'G', 'D', 'F#', 'Bm', 'F#', 'G', 'Em', 'D', 'Bm', 'A', 'F#', 'D', 'F#', 'Em', 'D', 'Bm', 'A', 'G', 'F#', 'Bm', 'Bm', 'F#', 'G', 'D', 'F#', 'Bm', 'F#', 'G', 'A', 'Bm', 'Em', 'D', 'Bm', 'A', 'F#', 'D', 'F#', 'Em', 'D', 'Bm', 'A', 'G', 'F#', 'Bm', 'Em', 'Bm', 'A', 'G', 'D', 'F#', 'Em', 'Bm', 'G', 'F#', 'Bm', 'Em', 'D', 'Bm', 'A', 'F#', 'D', 'F#', 'Em', 'D', 'Bm', 'A', 'G', 'F#', 'Bm', 'Em', 'Bm', 'G', 'F#', 'Bm', 'Em', 'Bm']",6,83
Diamonds,Rihanna,https://guitartuna.com/chords/diamonds-rihanna-easy-guitar-chords-61dc9c15d7fccca247971ff9,B minor,92,7,2012,Pop,"['G', 'Bm', 'A']","['G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm', 'G', 'Bm', 'A', 'Bm']",3,83
Still Got The Blues,Gary Moore,https://guitartuna.com/chords/still-got-the-blues-gary-moore-easy-guitar-chords-60cce588209e94aac8bdda90,A minor,81,0,1990,Rock,"['Dm', 'G', 'C', 'F', 'E', 'Am', 'Em', 'D', 'Bm']","['Dm', 'G', 'C', 'F', 'Dm', 'E', 'Am', 'Dm', 'G', 'C', 'F', 'Dm', 'E', 'Am', 'G', 'Am', 'Dm', 'G', 'C', 'F', 'Dm', 'Am', 'E', 'Am', 'Em', 'Am', 'D', 'F', 'E', 'Am', 'Dm', 'G', 'C', 'F', 'Dm', 'E', 'Am', 'G', 'Am', 'Dm', 'G', 'C', 'F', 'Dm', 'Am', 'E', 'Am', 'Em', 'Am', 'D', 'F', 'E', 'Am', 'Bm', 'E', 'Am', 'G', 'Am', 'Bm', 'E', 'F', 'Em', 'Dm', 'Am', 'Dm', 'G', 'C', 'F', 'Dm', 'E', 'Am', 'G', 'Am', 'Dm', 'G', 'C', 'F', 'Dm', 'Am', 'E', 'Am', 'Em', 'Am', 'D', 'F', 'E', 'Am', 'E', 'Am', 'Em', 'Am', 'D', 'F', 'E', 'Dm', 'G', 'C', 'F', 'Dm', 'E', 'Am', 'G', 'Am']",9,103
Chemtrails Over The Country Club,Lana Del Rey,https://guitartuna.com/chords/chemtrails-over-the-country-club-lana-del-rey-easy-guitar-chords-61559d5f1aaf5ad29d26d34f,E minor,100,0,2021,Alternative,"['C', 'D', 'Em']","['C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em']",3,103
When I Look At You,Miley Cyrus,https://guitartuna.com/chords/when-i-look-at-you-miley-cyrus-easy-guitar-chords-6130c7eb372a58d4696a3e15,Eb minor,70,6,2009,Pop,"['D#m', 'F#', 'C#', 'B', 'A#m', 'E']","['D#m', 'F#', 'C#', 'B', 'D#m', 'F#', 'C#', 'B', 'D#m', 'F#', 'C#', 'B', 'D#m', 'F#', 'C#', 'B', 'A#m', 'B', 'F#', 'C#', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'D#m', 'F#', 'C#', 'B', 'D#m', 'F#', 'C#', 'B', 'A#m', 'B', 'F#', 'C#', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'E', 'F#', 'B', 'C#', 'D#m', 'F#', 'B', 'C#', 'D#m', 'F#', 'B', 'C#', 'D#m', 'F#', 'B', 'C#', 'C#', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'B', 'C#', 'B']",6,100
Dancing In The Moonlight,Toploader,https://guitartuna.com/chords/dancing-in-the-moonlight-toploader-easy-guitar-chords-612f08f03c30a5ac5f9e415c,Eb major,119,3,2000,Pop,"['Fm', 'A#', 'D#', 'Cm']","['Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm', 'Fm', 'A#', 'D#', 'A#', 'Cm']",4,115
Sunflower,Rex Orange County,https://guitartuna.com/chords/sunflower-rex-orange-county-easy-guitar-chords-61be92c107f5a2ddbc7d48ab,F# major,130,6,2017,Rock,"['G#m', 'C#', 'F#', 'B', 'A#m', 'A#', 'D#m', 'F#m', 'Bm']","['G#m', 'C#', 'F#', 'F#', 'B', 'A#m', 'A#', 'B', 'D#m', 'B', 'G#m', 'C#', 'F#', 'F#', 'B', 'A#m', 'A#', 'B', 'D#m', 'B', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'Bm', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'Bm', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'Bm', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'Bm', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#m', 'F#', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#', 'F#m', 'C#', 'G#m', 'D#m', 'F#m', 'F#']",9,108
Me And Bobby McGee,Janis Joplin,https://guitartuna.com/chords/me-and-bobby-mcgee-janis-joplin-easy-guitar-chords-60b8d3553bdd83d11b02e8f8,G major,93,0,1971,Rock,"['G', 'C', 'D', 'A', 'E']","['G', 'C', 'G', 'C', 'G', 'G', 'D', 'G', 'C', 'G', 'G', 'C', 'G', 'D', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'G', 'A', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'E', 'A', 'A', 'E', 'A', 'E', 'A', 'A', 'E', 'E', 'A', 'A', 'A', 'A', 'E', 'E', 'E', 'E', 'A', 'A', 'A', 'A', 'E', 'E', 'E', 'E', 'A', 'A', 'A', 'A', 'E', 'E', 'A']",5,69
When You're Gone,Avril Lavigne,https://guitartuna.com/chords/when-youre-gone-avril-lavigne-easy-guitar-chords-61c1ede32656a3cdf92d966d,G major,71,7,2007,Pop,"['C', 'Em', 'D', 'G', 'Am', 'Bm', 'B', 'C#']","['C', 'Em', 'C', 'Em', 'C', 'Em', 'D', 'G', 'D', 'Em', 'C', 'D', 'G', 'D', 'Em', 'C', 'D', 'Am', 'G', 'C', 'D', 'C', 'Em', 'D', 'C', 'Em', 'D', 'Am', 'C', 'G', 'D', 'C', 'D', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'D', 'G', 'D', 'Em', 'C', 'D', 'G', 'D', 'Em', 'C', 'D', 'Am', 'G', 'C', 'D', 'C', 'Em', 'D', 'C', 'Em', 'D', 'Am', 'C', 'G', 'D', 'C', 'D', 'Bm', 'C', 'G', 'D', 'B', 'Em', 'C', 'C#', 'D', 'C', 'Em', 'D', 'C', 'Em', 'D', 'Am', 'C', 'G', 'D', 'C', 'D', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'D']",8,94
Feliz cumpleaños,Nelly Furtado,https://guitartuna.com/chords/feliz-cumpleanos-nelly-furtado-easy-guitar-chords-61df2896303d406215f31fd1,D major,98,0,2009,Pop,"['D', 'G', 'Bm', 'Em', 'A', 'Gm']","['D', 'G', 'D', 'Bm', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'Em', 'D', 'G', 'D', 'Em', 'G', 'D', 'Em', 'A', 'A', 'D', 'G', 'D', 'G', 'D', 'A', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'Em', 'A', 'A', 'D', 'Em', 'G', 'D', 'Em', 'G', 'Em', 'A', 'A', 'D', 'Em', 'G', 'Bm', 'D', 'Em', 'Gm', 'G', 'D', 'Em', 'G', 'D', 'Em', 'G', 'D', 'Em', 'A', 'D', 'Bm', 'Em', 'A', 'D', 'Bm', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'G', 'D', 'A', 'D', 'A', 'Bm', 'G', 'D']",6,92
Too Much To Ask,Avril Lavigne,https://guitartuna.com/chords/too-much-to-ask-avril-lavigne-easy-guitar-chords-621f7ff850cb7457161f96f6,G major,74,0,2002,Rock,"['Em', 'C', 'D', 'G', 'Bm', 'F']","['Em', 'C', 'Em', 'C', 'D', 'G', 'D', 'Em', 'G', 'D', 'Em', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'D', 'G', 'D', 'Em', 'G', 'D', 'Em', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'D', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'D', 'G', 'D', 'Em', 'D', 'Em', 'C', 'Em', 'C', 'D', 'G', 'D', 'Em', 'G', 'D', 'Em', 'G', 'D', 'Em', 'G', 'D', 'Em', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'D', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'D', 'G', 'D', 'Em', 'D', 'Em', 'C', 'D', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'D', 'G', 'D', 'Em', 'D', 'Em', 'C', 'Em', 'C', 'D', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'F', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'D', 'G', 'D', 'Em', 'D', 'Em', 'C', 'D', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'D', 'G', 'D', 'Em', 'D', 'Em', 'C', 'Em', 'C', 'D', 'G', 'D', 'Em', 'G', 'D', 'Em']",6,142
Labios rotos,Zoé,https://guitartuna.com/chords/labios-rotos-zoe-easy-guitar-chords-61dc68257c87485d986f3446,E minor,110,2,2011,Rock,"['Em', 'G', 'Bm', 'D#m', 'F#', 'B', 'F', 'E']","['Em', 'G', 'Bm', 'Bm', 'Em', 'G', 'Bm', 'Bm', 'Em', 'G', 'Bm', 'Bm', 'Em', 'G', 'Bm', 'Em', 'Bm', 'Em', 'G', 'Bm', 'Em', 'Bm', 'D#m', 'F#', 'D#m', 'F#', 'B', 'Bm', 'D#m', 'F#', 'D#m', 'F#', 'B', 'Bm', 'D#m', 'F#', 'F', 'E', 'E', 'Em', 'G', 'Bm', 'Bm', 'Em', 'G', 'Bm', 'Bm', 'Em', 'G', 'Bm', 'Em', 'Bm', 'Em', 'G', 'Bm', 'Em', 'Bm', 'D#m', 'F#', 'D#m', 'F#', 'B', 'Bm', 'D#m', 'F#', 'D#m', 'F#', 'B', 'Bm', 'D#m', 'F#', 'D#m', 'F#', 'B', 'Bm', 'D#m', 'F#', 'D#m', 'F#', 'B', 'Bm', 'D#m', 'F#', 'D#m', 'F#', 'B', 'Bm', 'D#m', 'F#', 'D#m', 'F#', 'F', 'F', 'E', 'E']",8,95
Listen To Your Heart,Roxette,https://guitartuna.com/chords/listen-to-your-heart-roxette-easy-guitar-chords-611640ddee727dd60f55f78e,B minor,86,2,1988,Rock,"['Bm', 'G', 'A', 'Em', 'D', 'E', 'C#m', 'B', 'C#', 'D#m', 'F#', 'G#m']","['Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'Em', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'Em', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'D', 'A', 'G', 'D', 'Bm', 'G', 'A', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'Em', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'D', 'A', 'G', 'D', 'Bm', 'G', 'A', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'D', 'A', 'G', 'D', 'Bm', 'G', 'A', 'E', 'C#m', 'B', 'A', 'B', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'F#', 'C#', 'B', 'F#', 'D#m', 'B', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'F#', 'C#', 'B', 'F#', 'D#m', 'B', 'C#', 'C#', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'G#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m']",12,202
Mess It Up,Gracie Abrams,https://guitartuna.com/chords/mess-it-up-gracie-abrams-easy-guitar-chords-61c1eeb22656a3cdf92d97f5,C major,135,0,2021,Alternative,"['C', 'Am', 'F', 'G']","['C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'G', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C']",4,52
Wellerman,"220 Kid, Billen Ted, Nathan Evans",https://guitartuna.com/chords/wellerman-220-kid-billen-ted-nathan-evans-easy-guitar-chords-61dc7f0c968199582b11aa86,C minor,120,3,2021,Pop,"['Cm', 'Fm', 'G#', 'G', 'D#']","['Cm', 'Fm', 'G#', 'Cm', 'G', 'Cm', 'Fm', 'G#', 'Cm', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'Cm', 'Fm', 'G#', 'Cm', 'G', 'Cm', 'Fm', 'G#', 'Cm', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm', 'G#', 'D#', 'Fm', 'Cm', 'G#', 'D#', 'G', 'Cm']",5,102
Baby Shark,Pinkfong,https://guitartuna.com/chords/baby-shark-pinkfong-easy-guitar-chords-61c1eea92656a3cdf92d97e4,G major,120,0,2017,Pop,"['G', 'A#', 'C', 'C#', 'D', 'Em', 'G#', 'Fm', 'D#']","['G', 'A#', 'C', 'C#', 'D', 'G', 'C', 'Em', 'D', 'G', 'C', 'Em', 'D', 'G', 'C', 'Em', 'D', 'G', 'C', 'Em', 'D', 'G', 'C', 'Em', 'D', 'G', 'C', 'Em', 'D', 'G#', 'C#', 'Fm', 'D#', 'D#', 'G#', 'C#', 'Fm', 'D#', 'G#', 'C#', 'Fm', 'D#', 'G#']",9,43
Lyin' Eyes,Eagles,https://guitartuna.com/chords/lyin-eyes-eagles-easy-guitar-chords-61c1ee042656a3cdf92d96ad,G major,133,7,1975,Rock,"['G', 'C', 'Am', 'D', 'Em', 'Bm', 'A']","['G', 'G', 'C', 'C', 'Am', 'D', 'G', 'G', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'C', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'C', 'G', 'C', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'C', 'G', 'G', 'C', 'G', 'Em', 'Bm', 'Am', 'D', 'G', 'C', 'A', 'Am', 'D', 'G', 'G', 'C', 'C', 'Am', 'D', 'G', 'G', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'C', 'G', 'C', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'C', 'G', 'G', 'C', 'G', 'Em', 'Bm', 'Am', 'D', 'G', 'C', 'A', 'Am', 'D', 'G', 'G', 'C', 'C', 'Am', 'D', 'G', 'G', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'C', 'G', 'C', 'D', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'C', 'G', 'G', 'C', 'Am', 'D', 'G', 'C', 'Am', 'C', 'G', 'G', 'C', 'G', 'Em', 'Bm', 'Am', 'D', 'G', 'C', 'A', 'Am', 'D', 'G', 'Am', 'D', 'G', 'Am', 'D', 'G', 'Am', 'D', 'G']",7,147
YKWIM?,Yot Club,https://guitartuna.com/chords/ykwim-yot-club-easy-guitar-chords-61c3aae6cd40f9d2f1541fbb,A minor,62,0,2019,Alternative,"['Am', 'Dm']","['Am', 'Am', 'Dm', 'Dm', 'Am', 'Am', 'Dm', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'Am', 'Dm', 'Dm', 'Am', 'Am', 'Dm', 'Dm', 'Am', 'Am', 'Dm', 'Dm', 'Am', 'Am', 'Dm', 'Dm']",2,44
